,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_size,job_category
1411,2023,Entry-level,Full-time,Business Intelligence Analyst,43064,United Kingdom,In-person,Medium,BI and Visualization
1412,2023,Mid-level,Full-time,Data Scientist,43064,United Kingdom,In-person,Medium,Data Science and Research
1413,2023,Mid-level,Full-time,Business Intelligence Engineer,43064,United Kingdom,In-person,Medium,BI and Visualization
1414,2023,Entry-level,Full-time,AI Engineer,35000,Croatia,Remote,Medium,Machine Learning and AI
1415,2023,Mid-level,Full-time,Insight Analyst,43064,United Kingdom,In-person,Medium,Data Analysis
1416,2023,Mid-level,Full-time,Data Engineer,43064,United Kingdom,Remote,Medium,Data Engineering
1417,2023,Mid-level,Contract,Business Data Analyst,35000,Philippines,Remote,Medium,Data Analysis
1418,2023,Entry-level,Full-time,Data Analyst,43064,United Kingdom,In-person,Medium,Data Analysis
1419,2023,Entry-level,Full-time,Data Engineer,43064,United Kingdom,Remote,Medium,Data Engineering
1420,2023,Entry-level,Full-time,Research Analyst,43064,United Kingdom,In-person,Medium,Data Science and Research
1421,2023,Mid-level,Full-time,Data Scientist,35000,India,In-person,Large,Data Science and Research
1422,2023,Mid-level,Full-time,Data Analyst,43064,United Kingdom,In-person,Medium,Data Analysis
1423,2023,Senior,Full-time,Data Analyst,43064,Central African Republic,Remote,Medium,Data Analysis
1424,2023,Senior,Full-time,Data Engineer,37788,Portugal,In-person,Medium,Data Engineering
1425,2023,Entry-level,Full-time,Data Analyst,43925,United Kingdom,In-person,Medium,Data Analysis
1426,2023,Senior,Full-time,Data Scientist,38868,Spain,In-person,Medium,Data Science and Research
1427,2023,Entry-level,Full-time,Machine Learning Engineer,36000,Uganda,Remote,Medium,Machine Learning and AI
1428,2023,Mid-level,Full-time,Data Analyst,38868,Slovenia,In-person,Medium,Data Analysis
1429,2023,Senior,Full-time,AI Engineer,38868,Romania,In-person,Medium,Machine Learning and AI
1430,2023,Mid-level,Full-time,Data Analyst,44294,United Kingdom,Remote,Medium,Data Analysis
1431,2023,Mid-level,Full-time,Machine Learning Engineer,38868,Spain,Remote,Large,Machine Learning and AI
1432,2023,Mid-level,Full-time,Data Analyst,38868,Estonia,In-person,Medium,Data Analysis
1433,2023,Mid-level,Full-time,Data Analyst,36000,United States,Remote,Medium,Data Analysis
1434,2023,Senior,Full-time,Lead Data Scientist,36000,Russian Federation,Remote,Large,Data Science and Research
1435,2023,Senior,Full-time,Data Analyst,38868,Estonia,In-person,Medium,Data Analysis
1436,2023,Mid-level,Freelance,Business Data Analyst,36000,Ghana,In-person,Small,Data Analysis
1437,2023,Mid-level,Full-time,Applied Scientist,36000,Nigeria,Hybrid,Medium,Data Science and Research
1438,2023,Mid-level,Full-time,AI Scientist,38868,Spain,Hybrid,Large,Machine Learning and AI
1439,2023,Mid-level,Full-time,Machine Learning Engineer,36000,Mexico,Remote,Small,Machine Learning and AI
1440,2023,Senior,Full-time,Data Scientist,38868,Latvia,In-person,Medium,Data Science and Research
1441,2023,Senior,Full-time,Machine Learning Engineer,38868,Latvia,In-person,Medium,Machine Learning and AI
1442,2023,Mid-level,Full-time,Data Analyst,44356,United Kingdom,Remote,Medium,Data Analysis
1443,2023,Mid-level,Full-time,Data Analyst,44356,United Kingdom,In-person,Medium,Data Analysis
1444,2023,Mid-level,Full-time,Data Scientist,40423,Latvia,In-person,Medium,Data Science and Research
1445,2023,Senior,Full-time,Data Scientist,41027,Spain,In-person,Medium,Data Science and Research
1446,2023,Senior,Full-time,Data Lead,38000,United States,In-person,Medium,Leadership and Management
1447,2023,Entry-level,Full-time,Data Engineer,41027,Spain,Remote,Large,Data Engineering
1448,2023,Mid-level,Full-time,Data Analyst,46755,United Kingdom,In-person,Medium,Data Analysis
1449,2023,Senior,Full-time,Data Analyst,41027,Spain,In-person,Medium,Data Analysis
1450,2023,Mid-level,Full-time,Machine Learning Engineer,46755,United Kingdom,Remote,Medium,Machine Learning and AI
1451,2023,Mid-level,Full-time,Business Intelligence Engineer,47238,United Kingdom,In-person,Medium,BI and Visualization
1452,2023,Entry-level,Full-time,Data Analyst,47238,Australia,In-person,Medium,Data Analysis
1453,2023,Entry-level,Full-time,Data Analyst,47985,United States,In-person,Medium,Data Analysis
1454,2023,Mid-level,Full-time,Data Analyst,42107,Germany,Hybrid,Medium,Data Analysis
1455,2023,Mid-level,Full-time,Data Quality Manager,49216,United Kingdom,In-person,Medium,Data Quality and Operations
1456,2023,Entry-level,Full-time,Business Intelligence Analyst,49216,United Kingdom,In-person,Medium,BI and Visualization
1457,2023,Senior,Full-time,Business Intelligence Engineer,49216,United Kingdom,In-person,Medium,BI and Visualization
1458,2023,Mid-level,Full-time,Data Scientist,49216,United Kingdom,In-person,Medium,Data Science and Research
1459,2023,Entry-level,Full-time,Data Quality Analyst,49216,United Kingdom,Remote,Medium,Data Quality and Operations
1460,2023,Entry-level,Full-time,Data Scientist,43187,Spain,In-person,Medium,Data Science and Research
1461,2023,Mid-level,Full-time,Data Engineer,49216,United Kingdom,In-person,Medium,Data Engineering
1462,2023,Mid-level,Full-time,Insight Analyst,43187,Portugal,Remote,Medium,Data Analysis
1463,2023,Mid-level,Full-time,Data Analyst,49216,United Kingdom,In-person,Medium,Data Analysis
1464,2023,Mid-level,Full-time,Data Analyst,43187,Portugal,Remote,Medium,Data Analysis
1465,2023,Mid-level,Full-time,Data Engineer,43187,Poland,Remote,Large,Data Engineering
1466,2023,Mid-level,Full-time,Data Engineer,49216,United Kingdom,Remote,Medium,Data Engineering
1467,2023,Entry-level,Full-time,Data Engineer,49216,United Kingdom,Remote,Medium,Data Engineering
1468,2023,Mid-level,Full-time,Data Scientist,49216,United Kingdom,Remote,Medium,Data Science and Research
1469,2023,Entry-level,Full-time,AI Programmer,40000,"Korea, Republic of",In-person,Small,Machine Learning and AI
1470,2023,Entry-level,Full-time,Data Analyst,49216,United Kingdom,In-person,Medium,Data Analysis
1471,2023,Mid-level,Full-time,Machine Learning Specialist,40000,France,Remote,Medium,Machine Learning and AI
1472,2023,Entry-level,Full-time,Finance Data Analyst,40000,Nigeria,In-person,Small,Data Analysis
1473,2023,Entry-level,Full-time,Data Analyst,40000,United States,Remote,Medium,Data Analysis
1474,2023,Entry-level,Full-time,Data Scientist,40000,Uzbekistan,Remote,Medium,Data Science and Research
1475,2023,Mid-level,Full-time,BI Developer,49216,United Kingdom,In-person,Medium,BI and Visualization
1476,2023,Entry-level,Full-time,Applied Machine Learning Scientist,43187,Germany,Hybrid,Medium,Machine Learning and AI
1477,2023,Mid-level,Full-time,Data Scientist,40000,France,Hybrid,Large,Data Science and Research
1478,2023,Mid-level,Full-time,Machine Learning Engineer,49216,United Kingdom,Remote,Medium,Machine Learning and AI
1479,2023,Entry-level,Full-time,Data Analyst,40400,United States,In-person,Large,Data Analysis
1480,2023,Senior,Full-time,Data Engineer,44051,Estonia,In-person,Medium,Data Engineering
1481,2023,Entry-level,Full-time,Data Analyst,41419,United States,Remote,Medium,Data Analysis
1482,2023,Senior,Full-time,Research Analyst,45150,Spain,Remote,Medium,Data Science and Research
1483,2023,Mid-level,Full-time,Insight Analyst,51676,United Kingdom,In-person,Medium,Data Analysis
1484,2023,Mid-level,Full-time,Data Science Consultant,51676,United Kingdom,In-person,Medium,Data Science and Research
1485,2023,Mid-level,Full-time,Data Scientist,51676,United Kingdom,In-person,Medium,Data Science and Research
1486,2023,Mid-level,Full-time,Data Analyst,42400,United States,In-person,Medium,Data Analysis
1487,2023,Entry-level,Full-time,Analytics Engineer,43000,Hungary,In-person,Large,Leadership and Management
1488,2023,Mid-level,Full-time,Data Analyst,46426,Slovenia,In-person,Medium,Data Analysis
1489,2023,Entry-level,Full-time,Research Analyst,43500,United States,Remote,Medium,Data Science and Research
1490,2023,Entry-level,Full-time,Data Analyst,54137,United Kingdom,In-person,Medium,Data Analysis
1491,2023,Entry-level,Full-time,Business Intelligence Analyst,44100,United States,In-person,Medium,BI and Visualization
1492,2023,Senior,Full-time,Research Analyst,47799,Italy,Remote,Medium,Data Science and Research
1493,2023,Entry-level,Full-time,Data DevOps Engineer,47918,Netherlands,Hybrid,Large,Data Engineering
1494,2023,Mid-level,Full-time,Data Operations Analyst,44640,United States,Remote,Medium,Data Quality and Operations
1495,2023,Senior,Full-time,Data Manager,55044,United Kingdom,In-person,Medium,Leadership and Management
1496,2023,Mid-level,Full-time,Business Intelligence Developer,55368,United Kingdom,In-person,Medium,BI and Visualization
1497,2023,Mid-level,Full-time,Data Scientist,55368,United Kingdom,In-person,Medium,Data Science and Research
1498,2023,Mid-level,Full-time,Insight Analyst,55368,United Kingdom,In-person,Medium,Data Analysis
1499,2023,Senior,Full-time,Data Engineer,55368,United Kingdom,In-person,Medium,Data Engineering
1500,2023,Senior,Full-time,Data Scientist,48585,Spain,In-person,Medium,Data Science and Research
1501,2023,Mid-level,Full-time,Data Analyst,55368,United Kingdom,In-person,Medium,Data Analysis
1502,2023,Mid-level,Full-time,Data Engineer,55368,United Kingdom,In-person,Medium,Data Engineering
1503,2023,Mid-level,Full-time,Data Analyst,55368,United Kingdom,Remote,Medium,Data Analysis
1504,2023,Mid-level,Full-time,Data Analyst,48585,Portugal,Remote,Medium,Data Analysis
1505,2023,Mid-level,Full-time,Machine Learning Engineer,48585,Italy,Remote,Medium,Machine Learning and AI
1506,2023,Mid-level,Full-time,Data Scientist,55368,United Kingdom,Remote,Medium,Data Science and Research
1507,2023,Entry-level,Full-time,Research Analyst,45000,United States,In-person,Medium,Data Science and Research
1508,2023,Mid-level,Full-time,Data Modeller,55368,United Kingdom,In-person,Medium,Data Architecture and Modeling
1509,2023,Mid-level,Full-time,Data Modeler,55368,United Kingdom,In-person,Medium,Data Architecture and Modeling
1510,2023,Senior,Full-time,Data Analyst,55368,Central African Republic,Remote,Medium,Data Analysis
1511,2023,Mid-level,Full-time,Big Data Engineer,48585,Spain,Remote,Medium,Data Engineering
1512,2023,Mid-level,Full-time,Data Scientist,48585,Spain,In-person,Medium,Data Science and Research
1513,2023,Mid-level,Full-time,Data Engineer,48585,Slovenia,Remote,Medium,Data Engineering
1514,2023,Mid-level,Full-time,Data Product Owner,55926,United Kingdom,In-person,Medium,Leadership and Management
1515,2023,Senior,Full-time,Data Analyst,46200,United States,In-person,Medium,Data Analysis
1516,2023,Entry-level,Full-time,Data Integration Specialist,46400,United States,Remote,Medium,Data Management and Strategy
1517,2023,Mid-level,Full-time,Data Analyst,46500,United States,In-person,Medium,Data Analysis
1518,2023,Senior,Full-time,AI Engineer,46848,Oman,In-person,Medium,Machine Learning and AI
1519,2023,Mid-level,Full-time,Data Scientist,50745,Andorra,Hybrid,Small,Data Science and Research
1520,2023,Entry-level,Full-time,Research Analyst,47423,United States,In-person,Medium,Data Science and Research
1521,2023,Entry-level,Full-time,Data Analyst,47500,United States,In-person,Medium,Data Analysis
1522,2023,Mid-level,Full-time,ETL Engineer,58444,United Kingdom,Remote,Medium,Data Engineering
1523,2023,Mid-level,Full-time,Data Engineer,58444,United Kingdom,Remote,Medium,Data Engineering
1524,2023,Entry-level,Full-time,Data Analyst,47840,United States,In-person,Medium,Data Analysis
1525,2023,Entry-level,Full-time,Machine Learning Engineer,47840,United States,In-person,Medium,Machine Learning and AI
1526,2023,Entry-level,Full-time,Research Scientist,47840,United States,In-person,Medium,Data Science and Research
1527,2023,Entry-level,Full-time,Data Analyst,59059,United States,In-person,Medium,Data Analysis
1528,2023,Mid-level,Full-time,Machine Learning Engineer,48000,Viet Nam,Remote,Medium,Machine Learning and AI
1529,2023,Mid-level,Full-time,Data Specialist,48000,United States,In-person,Medium,Data Management and Strategy
1530,2023,Entry-level,Full-time,Data Engineer,48000,United States,Remote,Medium,Data Engineering
1531,2023,Mid-level,Full-time,Data Engineer,51824,France,Remote,Medium,Data Engineering
1532,2023,Mid-level,Full-time,Data Analyst,48000,United States,Remote,Medium,Data Analysis
1533,2023,Senior,Full-time,Data Engineer,48000,Argentina,Remote,Medium,Data Engineering
1534,2023,Senior,Full-time,Data Manager,48000,Colombia,In-person,Medium,Leadership and Management
1535,2023,Entry-level,Full-time,Data Analyst,48000,United States,In-person,Medium,Data Analysis
1536,2023,Senior,Full-time,Data Analyst,51824,Spain,Remote,Medium,Data Analysis
1537,2023,Senior,Full-time,Data Analyst,51824,Spain,In-person,Medium,Data Analysis
1538,2023,Mid-level,Full-time,Machine Learning Engineer,59059,United Kingdom,Remote,Medium,Machine Learning and AI
1539,2023,Mid-level,Full-time,Business Intelligence Analyst,48450,Canada,In-person,Medium,BI and Visualization
1540,2023,Entry-level,Full-time,Data Scientist,48915,United States,In-person,Medium,Data Science and Research
1541,2023,Entry-level,Full-time,Research Analyst,49000,United States,Remote,Medium,Data Science and Research
1542,2023,Mid-level,Full-time,Data Analyst,49000,United States,In-person,Medium,Data Analysis
1543,2023,Mid-level,Full-time,Data Analyst,53120,Estonia,In-person,Medium,Data Analysis
1544,2023,Senior,Full-time,Data Analyst,53120,Estonia,In-person,Medium,Data Analysis
1545,2023,Senior,Full-time,Research Analyst,53444,Spain,Remote,Medium,Data Science and Research
1546,2023,Entry-level,Full-time,Admin & Data Analyst,50000,Germany,In-person,Medium,Data Analysis
1547,2023,Entry-level,Full-time,Research Analyst,50000,United States,In-person,Medium,Data Science and Research
1548,2023,Senior,Full-time,Business Intelligence Analyst,61520,United Kingdom,In-person,Medium,BI and Visualization
